Hotel Name,Hotel URL,Room type,Number of guests,Price for 5 nights,Your choices
Sheraton Montazah Hotel,https://www.booking.com/hotel/eg/sheraton-montazah.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212347&all_sr_blocks=1607455_95140726_0_34_0&highlighted_blocks=1607455_95140726_0_34_0&matching_block_id=1607455_95140726_0_34_0&sr_pri_blocks=1607455_95140726_0_34_0__43010&from=searchresults,"Presidential Suite, 1 King, Seafront, High floor, Balcony 1 king bed 96 m² Private kitchenette Private bathroom Balcony Sea view Garden view Pool view Bathtub Air conditioning Flat-screen TV Minibar Free Wifi More | Presidential Suite, 1 King, Seafront, High floor, Balcony | 1 king bed | 96 m² Private kitchenette Private bathroom Balcony Sea view Garden view Pool view Bathtub Air conditioning Flat-screen TV Minibar Free Wifi More | 96 m² Private kitchenette Private bathroom Balcony Sea view Garden view Pool view Bathtub Air conditioning Flat-screen TV Minibar Free Wifi | 96 m² | Private kitchenette | Private bathroom | Balcony | Sea view | Garden view | Pool view | Bathtub | Air conditioning | Flat-screen TV | Minibar | Free Wifi | More",N/A,"EGP 73,014",N/A
ورده ميامى على البحر,https://www.booking.com/hotel/eg/lwrd.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1419607901_413767583_2_0_0&highlighted_blocks=1419607901_413767583_2_0_0&matching_block_id=1419607901_413767583_2_0_0&sr_pri_blocks=1419607901_413767583_2_0_0__12750&from=searchresults,One-Bedroom Apartment Bedroom 1: 2 full beds Living room: 1 sofa bed Entire apartment 60 m² Balcony Air conditioning Private bathroom Washing machine | One-Bedroom Apartment | Bedroom 1: 2 full beds Living room: 1 sofa bed | Bedroom 1: 2 full beds | Bedroom 1: | 2 full beds | Living room: 1 sofa bed | Living room: | 1 sofa bed | Entire apartment 60 m² Balcony Air conditioning Private bathroom Washing machine | Entire apartment 60 m² Balcony Air conditioning Private bathroom | Entire apartment | 60 m² | Balcony | Air conditioning | Private bathroom | Washing machine,N/A,"EGP 6,798",N/A
ورده ميامى على البحر,https://www.booking.com/hotel/eg/lwrd.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1419607901_413767583_2_0_0&highlighted_blocks=1419607901_413767583_2_0_0&matching_block_id=1419607901_413767583_2_0_0&sr_pri_blocks=1419607901_413767583_2_0_0__12750&from=searchresults,N/A,Max. people: 1,"EGP 6,118",N/A
Ramsis Hotel,https://www.booking.com/hotel/eg/fndq-rmsys.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1557865901_426897525_2_1_0&highlighted_blocks=1557865901_426897525_2_1_0&matching_block_id=1557865901_426897525_2_1_0&sr_pri_blocks=1557865901_426897525_2_1_0__26100&from=searchresults,Double Room We have 1 left High floor 2 twin beds and 1 full bed and 1 sofa bed 35 m² Balcony View Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Free toiletries Shower Safe Bidet Toilet Towels Linens Heating Hairdryer Electric kettle Wake-up service Wardrobe or closet Dining table Clothes rack Fold-up bed Toilet paper Sofa bed | Double Room | We have 1 left | High floor | 2 twin beds and 1 full bed and 1 sofa bed | 2 twin beds and | 2 twin beds | 1 full bed and | 1 full bed | 1 sofa bed | 35 m² Balcony View Bathtub Air conditioning Private bathroom Flat-screen TV Terrace Free toiletries Shower Safe Bidet Toilet Towels Linens Heating Hairdryer Electric kettle Wake-up service Wardrobe or closet Dining table Clothes rack Fold-up bed Toilet paper Sofa bed | 35 m² Balcony View Bathtub Air conditioning Private bathroom Flat-screen TV Terrace | 35 m² | Balcony | View | Bathtub | Air conditioning | Private bathroom | Flat-screen TV | Terrace | Free toiletries Shower Safe Bidet Toilet Towels Linens Heating Hairdryer Electric kettle Wake-up service Wardrobe or closet Dining table Clothes rack Fold-up bed Toilet paper Sofa bed | Free toiletries | Shower | Safe | Bidet | Toilet | Towels | Linens | Heating | Hairdryer | Electric kettle | Wake-up service | Wardrobe or closet | Dining table | Clothes rack | Fold-up bed | Toilet paper | Sofa bed,N/A,"EGP 13,917",N/A
Ramsis Hotel,https://www.booking.com/hotel/eg/fndq-rmsys.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1557865901_426897525_2_1_0&highlighted_blocks=1557865901_426897525_2_1_0&matching_block_id=1557865901_426897525_2_1_0&sr_pri_blocks=1557865901_426897525_2_1_0__26100&from=searchresults,N/A,Max. people: 1,"EGP 15,463 | EGP 12,525 | EGP 13,917",N/A
Alexandria Ap,https://www.booking.com/hotel/eg/alexandria-ap.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1210460401_430636097_2_0_0&highlighted_blocks=1210460401_430636097_2_0_0&matching_block_id=1210460401_430636097_2_0_0&sr_pri_blocks=1210460401_430636097_2_0_0__16400&from=searchresults,Two-Bedroom Apartment Bedroom 1: 2 twin beds Bedroom 2: 1 queen bed Living room: 1 sofa bed Entire apartment 100 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi Shower Kitchen Washing machine Toilet Sofa Sitting area TV Slippers Refrigerator Satellite channels Radio Microwave Kitchenware Kitchenette Fan Carpeted Electric kettle Wake-up service Dryer Oven Stovetop Dining area Dining table Upper floors accessible by elevator Private apartment in building Clothes rack Drying rack for clothing Entire unit wheelchair accessible Hearing accessible Hand sanitizer Single-room AC for guest accommodation | Two-Bedroom Apartment | Bedroom 1: 2 twin beds Bedroom 2: 1 queen bed Living room: 1 sofa bed | Bedroom 1: 2 twin beds | Bedroom 1: | 2 twin beds | Bedroom 2: 1 queen bed | Bedroom 2: | 1 queen bed | Living room: 1 sofa bed | Living room: | 1 sofa bed | Entire apartment 100 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi Shower Kitchen Washing machine Toilet Sofa Sitting area TV Slippers Refrigerator Satellite channels Radio Microwave Kitchenware Kitchenette Fan Carpeted Electric kettle Wake-up service Dryer Oven Stovetop Dining area Dining table Upper floors accessible by elevator Private apartment in building Clothes rack Drying rack for clothing Entire unit wheelchair accessible Hearing accessible Hand sanitizer Single-room AC for guest accommodation | Entire apartment 100 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi | Entire apartment | 100 m² | Private kitchen | Private bathroom | Air conditioning | Flat-screen TV | Free Wifi | Shower Kitchen Washing machine Toilet Sofa Sitting area TV Slippers Refrigerator Satellite channels Radio Microwave Kitchenware Kitchenette Fan Carpeted Electric kettle Wake-up service Dryer Oven Stovetop Dining area Dining table Upper floors accessible by elevator Private apartment in building Clothes rack Drying rack for clothing Entire unit wheelchair accessible Hearing accessible Hand sanitizer Single-room AC for guest accommodation | Shower | Kitchen | Washing machine | Toilet | Sofa | Sitting area | TV | Slippers | Refrigerator | Satellite channels | Radio | Microwave | Kitchenware | Kitchenette | Fan | Carpeted | Electric kettle | Wake-up service | Dryer | Oven | Stovetop | Dining area | Dining table | Upper floors accessible by elevator | Private apartment in building | Clothes rack | Drying rack for clothing | Entire unit wheelchair accessible | Hearing accessible | Hand sanitizer | Single-room AC for guest accommodation,Max. people: 2,"EGP 8,744","Free cancellation before 6:00 PM on July 10, 2026 No prepayment needed – pay at the property No credit card needed discount may be available • We have 2 left | Free cancellation before 6:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | discount may be available | • We have 2 left | • | We have 2 left"
Alexandria Ap,https://www.booking.com/hotel/eg/alexandria-ap.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1210460401_430636097_2_0_0&highlighted_blocks=1210460401_430636097_2_0_0&matching_block_id=1210460401_430636097_2_0_0&sr_pri_blocks=1210460401_430636097_2_0_0__16400&from=searchresults,Two-Bedroom Apartment with Balcony and Terrace Bedroom 1: 1 full bed Bedroom 2: 2 twin beds Living room: 1 sofa bed Entire apartment 100 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi More | Two-Bedroom Apartment with Balcony and Terrace | Bedroom 1: 1 full bed Bedroom 2: 2 twin beds Living room: 1 sofa bed | Bedroom 1: 1 full bed | Bedroom 1: | 1 full bed | Bedroom 2: 2 twin beds | Bedroom 2: | 2 twin beds | Living room: 1 sofa bed | Living room: | 1 sofa bed | Entire apartment 100 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi More | Entire apartment 100 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi | Entire apartment | 100 m² | Private kitchen | Private bathroom | Air conditioning | Flat-screen TV | Free Wifi | More,Max. people: 4,"EGP 11,997","Free cancellation before 6:00 PM on July 10, 2026 No prepayment needed – pay at the property No credit card needed discount may be available • We have 2 left | Free cancellation before 6:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | discount may be available | • We have 2 left | • | We have 2 left"
Alexandria Ap,https://www.booking.com/hotel/eg/alexandria-ap.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1210460401_430636097_2_0_0&highlighted_blocks=1210460401_430636097_2_0_0&matching_block_id=1210460401_430636097_2_0_0&sr_pri_blocks=1210460401_430636097_2_0_0__16400&from=searchresults,Two-Bedroom Apartment with Balcony Bedroom 1: 1 king bed Bedroom 2: 2 twin beds Living room: 1 sofa bed Entire apartment 100 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi More | Two-Bedroom Apartment with Balcony | Bedroom 1: 1 king bed Bedroom 2: 2 twin beds Living room: 1 sofa bed | Bedroom 1: 1 king bed | Bedroom 1: | 1 king bed | Bedroom 2: 2 twin beds | Bedroom 2: | 2 twin beds | Living room: 1 sofa bed | Living room: | 1 sofa bed | Entire apartment 100 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi More | Entire apartment 100 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi | Entire apartment | 100 m² | Private kitchen | Private bathroom | Air conditioning | Flat-screen TV | Free Wifi | More,× 5 Max. people: 5,"EGP 10,931","Free cancellation before 6:00 PM on July 10, 2026 No prepayment needed – pay at the property No credit card needed • We have 4 left | Free cancellation before 6:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | • We have 4 left | • | We have 4 left"
Alexandria Ap,https://www.booking.com/hotel/eg/alexandria-ap.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1210460401_430636097_2_0_0&highlighted_blocks=1210460401_430636097_2_0_0&matching_block_id=1210460401_430636097_2_0_0&sr_pri_blocks=1210460401_430636097_2_0_0__16400&from=searchresults,Two-Bedroom Deluxe Apartment Bedroom 1: 1 queen bed Bedroom 2: 2 twin beds Living room: 1 sofa bed Entire apartment 100 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi More | Two-Bedroom Deluxe Apartment | Bedroom 1: 1 queen bed Bedroom 2: 2 twin beds Living room: 1 sofa bed | Bedroom 1: 1 queen bed | Bedroom 1: | 1 queen bed | Bedroom 2: 2 twin beds | Bedroom 2: | 2 twin beds | Living room: 1 sofa bed | Living room: | 1 sofa bed | Entire apartment 100 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi More | Entire apartment 100 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi | Entire apartment | 100 m² | Private kitchen | Private bathroom | Air conditioning | Flat-screen TV | Free Wifi | More,× 5 Max. people: 5,"EGP 19,995","Free cancellation before 6:00 PM on July 10, 2026 No prepayment needed – pay at the property No credit card needed • We have 3 left | Free cancellation before 6:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | • We have 3 left | • | We have 3 left"
Alexandria Ap,https://www.booking.com/hotel/eg/alexandria-ap.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1210460401_430636097_2_0_0&highlighted_blocks=1210460401_430636097_2_0_0&matching_block_id=1210460401_430636097_2_0_0&sr_pri_blocks=1210460401_430636097_2_0_0__16400&from=searchresults,Three-Bedroom Apartment with Sea View Bedroom 1: 1 queen bed Bedroom 2: 2 twin beds Bedroom 3: 2 twin beds Living room: 1 sofa bed Entire apartment 120 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi More | Three-Bedroom Apartment with Sea View | Bedroom 1: 1 queen bed Bedroom 2: 2 twin beds Bedroom 3: 2 twin beds Living room: 1 sofa bed | Bedroom 1: 1 queen bed | Bedroom 1: | 1 queen bed | Bedroom 2: 2 twin beds | Bedroom 2: | 2 twin beds | Bedroom 3: 2 twin beds | Bedroom 3: | Living room: 1 sofa bed | Living room: | 1 sofa bed | Entire apartment 120 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi More | Entire apartment 120 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi | Entire apartment | 120 m² | Private kitchen | Private bathroom | Air conditioning | Flat-screen TV | Free Wifi | More,× 7 Max. people: 7,"EGP 19,995","Free cancellation before 6:00 PM on July 10, 2026 No prepayment needed – pay at the property No credit card needed • We have 3 left | Free cancellation before 6:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | • We have 3 left | • | We have 3 left"
Alexandria Ap,https://www.booking.com/hotel/eg/alexandria-ap.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=1210460401_430636097_2_0_0&highlighted_blocks=1210460401_430636097_2_0_0&matching_block_id=1210460401_430636097_2_0_0&sr_pri_blocks=1210460401_430636097_2_0_0__16400&from=searchresults,Three-Bedroom Deluxe Apartment Bedroom 1: 1 queen bed Bedroom 2: 2 twin beds Bedroom 3: 2 twin beds Living room: 1 sofa bed Entire apartment 120 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi More | Three-Bedroom Deluxe Apartment | Bedroom 1: 1 queen bed Bedroom 2: 2 twin beds Bedroom 3: 2 twin beds Living room: 1 sofa bed | Bedroom 1: 1 queen bed | Bedroom 1: | 1 queen bed | Bedroom 2: 2 twin beds | Bedroom 2: | 2 twin beds | Bedroom 3: 2 twin beds | Bedroom 3: | Living room: 1 sofa bed | Living room: | 1 sofa bed | Entire apartment 120 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi More | Entire apartment 120 m² Private kitchen Private bathroom Air conditioning Flat-screen TV Free Wifi | Entire apartment | 120 m² | Private kitchen | Private bathroom | Air conditioning | Flat-screen TV | Free Wifi | More,× 7 Max. people: 7,"EGP 23,461","Free cancellation before 6:00 PM on July 10, 2026 No prepayment needed – pay at the property No credit card needed • We have 3 left | Free cancellation before 6:00 PM on July 10, 2026 | Free cancellation | No prepayment needed – pay at the property | No prepayment needed | No credit card needed | • We have 3 left | • | We have 3 left"
Plaza Hotel Alexandria,https://www.booking.com/hotel/eg/plaza.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=36004906_89305156_2_41_0&highlighted_blocks=36004906_89305156_2_41_0&matching_block_id=36004906_89305156_2_41_0&sr_pri_blocks=36004906_89305156_2_41_0__28980&from=searchresults,Standard Room with Side Sea View - Egyptians and Residents Only We have 5 left 2 twin beds 1 room 24 m² Sea view Air conditioning Attached bathroom Flat-screen TV Minibar Free Wifi Free toiletries Safe Toilet Bathtub or shower Towels Linens Socket near the bed Desk TV Telephone Satellite channels Tea/Coffee maker Heating Hairdryer Guest bathroom Extra long beds (> 6.5 ft) Carpeted Electric kettle Outdoor furniture Cable channels Wake-up service Dryer Wardrobe or closet Upper floors accessible by elevator Clothes rack Toilet paper Entire unit wheelchair accessible | Standard Room with Side Sea View - Egyptians and Residents Only | We have 5 left | 2 twin beds | 1 room 24 m² Sea view Air conditioning Attached bathroom Flat-screen TV Minibar Free Wifi Free toiletries Safe Toilet Bathtub or shower Towels Linens Socket near the bed Desk TV Telephone Satellite channels Tea/Coffee maker Heating Hairdryer Guest bathroom Extra long beds (> 6.5 ft) Carpeted Electric kettle Outdoor furniture Cable channels Wake-up service Dryer Wardrobe or closet Upper floors accessible by elevator Clothes rack Toilet paper Entire unit wheelchair accessible | 1 room 24 m² Sea view Air conditioning Attached bathroom Flat-screen TV Minibar Free Wifi | 1 room | 24 m² | Sea view | Air conditioning | Attached bathroom | Flat-screen TV | Minibar | Free Wifi | Free toiletries Safe Toilet Bathtub or shower Towels Linens Socket near the bed Desk TV Telephone Satellite channels Tea/Coffee maker Heating Hairdryer Guest bathroom Extra long beds (> 6.5 ft) Carpeted Electric kettle Outdoor furniture Cable channels Wake-up service Dryer Wardrobe or closet Upper floors accessible by elevator Clothes rack Toilet paper Entire unit wheelchair accessible | Free toiletries | Safe | Toilet | Bathtub or shower | Towels | Linens | Socket near the bed | Desk | TV | Telephone | Satellite channels | Tea/Coffee maker | Heating | Hairdryer | Guest bathroom | Extra long beds (> 6.5 ft) | Carpeted | Electric kettle | Outdoor furniture | Cable channels | Wake-up service | Dryer | Wardrobe or closet | Upper floors accessible by elevator | Clothes rack | Toilet paper | Entire unit wheelchair accessible,N/A,"EGP 15,452",N/A
Plaza Hotel Alexandria,https://www.booking.com/hotel/eg/plaza.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=36004906_89305156_2_41_0&highlighted_blocks=36004906_89305156_2_41_0&matching_block_id=36004906_89305156_2_41_0&sr_pri_blocks=36004906_89305156_2_41_0__28980&from=searchresults,N/A,Max. people: 1 | Max. people: 2,"EGP 17,905 | EGP 13,981 | EGP 16,433 | EGP 20,358 | EGP 18,886 | EGP 22,810 | EGP 18,322 | EGP 21,339 | EGP 25,263 | EGP 23,791 | EGP 27,716 | EGP 30,168 | EGP 26,244",N/A
Plaza Hotel Alexandria,https://www.booking.com/hotel/eg/plaza.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=36004906_89305156_2_41_0&highlighted_blocks=36004906_89305156_2_41_0&matching_block_id=36004906_89305156_2_41_0&sr_pri_blocks=36004906_89305156_2_41_0__28980&from=searchresults,Standard Double Room with Side Sea View We have 3 left 2 twin beds 1 room 24 m² Sea view Air conditioning Attached bathroom Flat-screen TV Minibar Free Wifi More | Standard Double Room with Side Sea View | We have 3 left | 2 twin beds | 1 room 24 m² Sea view Air conditioning Attached bathroom Flat-screen TV Minibar Free Wifi More | 1 room 24 m² Sea view Air conditioning Attached bathroom Flat-screen TV Minibar Free Wifi | 1 room | 24 m² | Sea view | Air conditioning | Attached bathroom | Flat-screen TV | Minibar | Free Wifi | More,N/A,"EGP 17,905",N/A
Plaza Hotel Alexandria,https://www.booking.com/hotel/eg/plaza.html?aid=304142&label=gen173nr-10CAQoggJCEXNlYXJjaF9hbGV4YW5kcmlhSDFYBGhDiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK0wLLQBsACAdICJDQ0NjNjZTc0LTZhYjktNDFkNS1iNzhhLTY3ZTkwMDYwM2Q5ONgCAeACAQ&ucfs=1&arphpl=1&checkin=2026-07-10&checkout=2026-07-15&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=02127c1a20931315&srepoch=1779212348&all_sr_blocks=36004906_89305156_2_41_0&highlighted_blocks=36004906_89305156_2_41_0&matching_block_id=36004906_89305156_2_41_0&sr_pri_blocks=36004906_89305156_2_41_0__28980&from=searchresults,Executive Double Room - Egyptians and Residents Only We have 2 left 2 twin beds 1 room 32 m² Balcony Sea view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi More | Executive Double Room - Egyptians and Residents Only | We have 2 left | 2 twin beds | 1 room 32 m² Balcony Sea view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi More | 1 room 32 m² Balcony Sea view Air conditioning Attached bathroom Flat-screen TV Terrace Minibar Free Wifi | 1 room | 32 m² | Balcony | Sea view | Air conditioning | Attached bathroom | Flat-screen TV | Terrace | Minibar | Free Wifi | More,N/A,"EGP 17,905",N/A
